43276.516112705925,2475
40921.25970608317,3260
37795.8100223648,3743
42489.398021809735,2324
39316.125531294056,3747
43263.26775113106,2719
40141.9233396658,3280
39437.84412998228,3710
38791.63485042407,4281
40873.79037267741,3017
39741.41437989127,3465
40104.595147906046,2913
43947.8976824079,2669
43073.557888116324,2681
41954.951091888885,3032
40341.62952002238,3163
40597.30513025187,3975
37948.52815135667,4286
37474.90316813912,4505
42918.031209277964,2721
41832.274819722435,2931
39422.89529821974,3897
39242.404356417006,3712
42863.836278339826,2739
40113.033347007884,3375
39963.04423284697,3150
37775.19400512138,4025
41533.412207342495,3208
41924.86528278584,2793
42341.419116441866,3053
39833.56669029971,3885
39086.914373038584,3860
41006.675064409916,3568
42287.41201033151,2735
42475.70817346256,3179
43821.82519262818,2660
39759.192002205076,3936
41728.51313778885,2802
37721.385050910634,3997
39379.20099984801,3637
42858.71301818697,2939
40045.050728612354,3523
40493.24058315164,3251
43112.42454633901,2853
39008.853417293125,4541
38990.553344039894,4244
37569.04404538867,4104
43322.95810234066,2543
41487.71779861018,2546
38955.60823106607,3856
