41933.85776024909,2845
41184.731539256994,3264
38998.443210739264,4163
39433.62828759143,3910
45007.54066913581,2646
40556.890016267505,3641
38139.07399258151,4336
40799.941658308526,3789
42040.90162946591,2812
37991.18355519476,4600
40101.93743421595,4098
39450.047362528305,3436
38529.4611319535,5049
39912.67869806136,3947
38931.694400573215,3428
37903.0120510127,3814
42605.079466093855,2706
40025.93584929241,3747
38754.62754089291,3843
38650.10987410965,4266
37400.02562412234,4436
38942.66723070904,5253
46279.16026524361,1905
39699.327584010374,3654
41652.19670334081,2959
40255.787010958375,3704
41870.894096328186,3075
39680.39950801263,3837
39871.10958742545,3431
45086.54001051896,2295
36178.99335589841,4983
37590.56643449156,4476
40171.952934315246,3352
40559.27218536036,2858
40880.39466214233,2625
38755.08643942183,3978
40107.16971742522,2891
41108.14862576767,2602
40040.604695064285,3318
43130.68117213062,3060
41643.16071352832,2910
38302.694605850425,4032
40762.28823151094,2956
39266.35371190133,3951
39638.80291010038,3741
41021.8657655121,3195
39491.74858676738,3943
42129.17804773511,3307
39681.6450711524,3455
37132.861623953715,4992
