20676.135500446373,782
20127.100455175805,873
18779.770494611486,1200
20894.59874715813,835
19737.066506635638,1206
19069.466560421854,1159
21771.738148615143,838
21091.517679731853,842
19032.28109061094,995
20601.536912573403,768
22110.618905484116,794
19298.703605605144,1241
18302.27448011958,1103
21873.648306936484,613
19840.41404516791,1090
18973.62991803445,907
20569.958067788102,646
21573.831865728178,713
20330.642862345485,722
20928.22670853828,758
20046.180183587305,960
20520.94418292498,757
19119.141635866425,928
19699.775547937585,1122
21223.735229762773,862
20662.708411702864,776
19639.222958203656,1278
19905.09091090475,964
22027.53471807723,706
19321.28823019167,1026
19312.56458356153,1167
19253.336694066613,922
19348.440950965283,859
19870.88991181019,970
21724.372832047495,827
19903.91656683681,977
19893.515020078426,1044
21242.744673126814,581
20024.068344588275,946
19175.69935687902,1366
19658.504096239212,1198
21081.668442728733,859
20107.438725959317,836
19487.47735784331,1379
20532.317447531794,794
22094.16202305346,718
20794.679429739863,912
20627.525355152604,1053
21148.588877104754,969
19605.288341835618,986
