19008.287091398375,992
21580.64012079498,763
19783.130581048506,1471
19989.459260789125,1120
21145.76108962291,850
21786.60852750353,786
19848.724211805606,1319
19289.727386832128,1096
21479.34464588708,966
19051.951970478898,1324
20042.877373193784,1042
20517.133996951823,922
21071.444821321023,956
19596.47067809818,1281
22323.833917092245,721
20062.152824546924,899
21664.32527822764,799
20941.538037190476,946
19497.70750000451,1105
22342.478401797627,545
21164.69389448182,761
21081.815786013096,843
22661.464689139488,535
21443.511830957254,777
19636.908859186282,951
19577.031256574093,1094
20667.520926719728,873
20587.0820512632,1041
21386.081172501825,846
20422.439644421593,1085
21243.304688528875,774
21141.57809543978,1018
20142.627691739322,823
21654.81503486263,896
18772.629306629384,1158
19956.873923978685,1246
20171.55089238099,890
21091.04457788396,745
20459.43798655475,1246
19488.105931084505,1067
20410.024917928145,847
19166.17023493456,1215
20427.8819292688,1052
22032.02876537309,602
20442.354515123054,969
21992.226312631585,694
20447.91838892385,1065
18712.240251928248,1264
19737.40027887793,1188
20028.86273033811,975
