13435.558908889474,1101
14287.994773721246,998
13996.727279492186,985
14492.078175758526,837
16603.56014383244,631
15649.188880609332,831
14307.161069608583,1099
14323.288995820896,998
14763.609580724811,968
13395.061671652416,1156
13057.033321000812,1149
13275.232648284144,1277
14728.34739461915,885
13716.73283837096,968
14541.690842878306,794
14159.60490402246,1008
13250.162458502826,1184
12887.01454780559,1446
12215.464279773549,1355
12801.493952662637,1202
13888.813753064776,968
14003.638667336936,908
14195.113196142614,1023
12388.424479815398,1208
12398.245181165745,1520
15741.103686418059,728
14467.965640599557,890
13080.680682038144,1128
14073.202290102392,773
13511.876382551189,1168
13456.947114941824,1107
14771.254996460073,825
13054.885405106435,1375
14238.434628043671,1052
14301.186085042049,1169
14231.866073061603,974
14000.762515979324,1055
15207.157017746204,967
14155.953970425771,1023
13990.970042424133,954
12615.515940058485,1398
15582.834816394192,730
16376.911659173576,644
15002.697400281855,889
12903.155242697523,1496
16529.992164276693,630
14051.070154492376,1071
13717.70263582025,1074
14767.647822722056,1135
13265.164720293198,1312
