3761.9823661225696,33
3664.6401400479053,42
3881.87416185187,30
3634.206931771114,45
3497.0477738813315,38
3542.0678796055245,36
3502.3550583359015,42
3824.1456674187475,51
3968.546022856126,33
3384.234650019056,30
3352.867638665962,62
3547.3767765093903,27
3647.3522034186717,40
4245.598527262535,25
3559.492780062489,35
3680.614695725097,27
3214.1707182001815,50
3438.392503535568,40
3896.4971469313205,28
4113.219563249449,18
3986.2411415837887,26
4060.189744651442,24
3842.3940330909877,29
3789.500190647781,35
3358.1099620066025,57
3449.674999887663,42
3719.981917167653,50
3989.2699047989327,29
3691.530049901041,39
3657.180570854782,28
4643.721250564593,26
3822.1752466214834,35
3298.2171139527145,43
4144.800028725076,23
3977.608858858563,29
3750.5185594705017,29
3710.112609466769,23
3337.165020543785,47
3770.8726870249334,35
3627.883001600642,44
3287.2229330710115,38
4014.06656247497,38
3482.748262594693,46
3794.3501228148093,39
3557.9815628229226,46
3487.141578970024,25
3424.391169529927,49
3902.713637445383,26
4077.238654834813,34
3557.260079191467,57
