3344.0353426050333,52
4294.447608502182,24
3560.5627014338743,31
3424.093458202571,47
3718.24358179326,34
4177.644249359342,22
3751.236893836288,34
3737.378162089198,45
3649.126945625584,32
3773.7122277650037,42
4297.732852113887,33
3953.716055618724,32
4067.566034412717,34
3659.1727741179725,39
3520.563884385929,52
3414.319308850352,45
3682.11061921602,34
3702.982609382669,24
3669.4069126762256,41
3976.5335729169674,36
3585.552365774567,43
3590.0054650859006,42
4380.085280523976,24
3801.7378478645724,34
3447.8805731617863,45
3651.7680896214138,31
3887.5940093744734,27
3491.1477102325734,45
4047.1433402053776,41
3658.057961227772,44
3534.7775337332782,54
3949.792603095097,34
3870.0948817006797,44
4007.7357842079196,25
3755.5565656780605,33
3623.7076049484895,42
3561.0416439054557,46
3613.046827692359,36
3827.896252469824,30
3724.159090128,43
4089.5387230500287,23
3645.017857820641,33
3734.0788085046825,43
4132.95701769806,37
3265.7559336389695,40
3574.788020437854,40
3444.3960607375743,47
3700.4029600484014,32
3679.124260216263,43
3533.58329020905,39
